[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite UninitializedLexicallyBound@25585bfb               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Fannkuch.ns:73
[truffle]   rewrite UninitMsgSend(#timesRotated)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Fannkuch.ns:73
[truffle]   rewrite UninitializedLexicallyBound@31542e0f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Fannkuch.ns:73
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Fannkuch.ns:73
[truffle]   rewrite UninitMsgSend(#at:put:)                            |From M MessageSendNode$UninitializedMessageSendNode |To M EagerTernaryPrimitiveNode              |Reason unknown at Fannkuch.ns:73
[truffle]   rewrite UninitMsgSend(#timesRotated)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Fannkuch.ns:74
[truffle]   rewrite UninitializedLexicallyBound@171a1233               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Fannkuch.ns:74
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Fannkuch.ns:74
IncrementOperationNode: SOMNode.unwrapIfNecessary(eagerNode.getReceiver()) instanceof LocalVariableReadNode, actual: GenericMessageSendNode level: 4
IfSumGreaterNode: expectedBool was false. level: 10
[truffle]   rewrite UninitMsgSend(#pfannkuchen:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Fannkuch.ns:90
[truffle]   rewrite UninitializedLexicallyBound@2fbb1117               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Fannkuch.ns:90
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: IntegerLiteralNode level: 5
WhileSmallerEqualThanArgumentNode: expectedBool was false. level: 7
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Fannkuch.ns:50
IncrementOperationNode: SOMNode.unwrapIfNecessary(eagerNode.getReceiver()) instanceof LocalVariableReadNode, actual: LocalArgumentReadNode level: 4
IncrementOperationNode: SOMNode.unwrapIfNecessary(eagerNode.getArgument()) instanceof IntegerLiteralNode, actual: GenericMessageSendNode level: 3
LocalVariableNode: IncrementOperationNode isLongKind: true
[truffle]   rewrite LocalVariableWriteNodeGen[#k]                      |From M LocalVariableNodeFactory$LocalVariableWriteNodeGen |To ? IncrementOperationNodeGen              |Reason unknown at Fannkuch.ns:51
IncrementOperationNode: read.getLocal().equals(var), actual: MutableLocal(complement) level: 1
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Fannkuch.ns:55
IncrementOperationNode: SOMNode.unwrapIfNecessary(eagerNode.getReceiver()) instanceof LocalVariableReadNode, actual: LocalArgumentReadNode level: 4
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Fannkuch.ns:56
IncrementOperationNode: SOMNode.unwrapIfNecessary(eagerNode.getReceiver()) instanceof LocalVariableReadNode, actual: LocalArgumentReadNode level: 4
[truffle]   rewrite UninitMsgSend(#at:put:)                            |From M MessageSendNode$UninitializedMessageSendNode |To M EagerTernaryPrimitiveNode              |Reason unknown at Fannkuch.ns:57
[truffle]   rewrite UninitMsgSend(#at:put:)                            |From M MessageSendNode$UninitializedMessageSendNode |To M EagerTernaryPrimitiveNode              |Reason unknown at Fannkuch.ns:58
[truffle]   rewrite ImplicitSend(#atEnd:)                              |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Fannkuch.ns:82
[truffle]   rewrite UninitMsgSend(#atEnd:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Fannkuch.ns:82
[truffle]   rewrite UninitializedLexicallyBound@671db5c6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at Fannkuch.ns:82
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: GenericMessageSendNode level: 5
[truffle]   rewrite ImplicitSend(#expectedResults)                     |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Fannkuch.ns:37
[truffle]   rewrite UninitMsgSend(#expectedResults)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Fannkuch.ns:37
[truffle]   rewrite UninitializedLexicallyBound@49cb63ab               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Fannkuch.ns:37
[truffle]   rewrite UninitMsgSend(#at:)                                |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Fannkuch.ns:37
[truffle]   rewrite ImplicitSend(#system)                              |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Harness.ns:147
[truffle]   rewrite UninitMsgSend(#system)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:147
[truffle]   rewrite UninitializedLexicallyBound@588634c0               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Harness.ns:147
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: TicksPrimNodeGen level: 5
IncrementOperationNode: SOMNode.unwrapIfNecessary(eagerNode.getArgument()) instanceof IntegerLiteralNode, actual: LocalVariableReadNodeGen level: 3
IfSumGreaterNode: SOMNode.unwrapIfNecessary(conditionNode) expected: EagerBinaryPrimitiveNode, actual: UninitializedMessageSendNode level: 9
[truffle]   rewrite UninitMsgSend(#printAll)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:150
[truffle]   rewrite UninitializedLexicallyBound@2a524923               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Harness.ns:150
[truffle]   rewrite UninitMsgSend(#total)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:152
[truffle]   rewrite UninitializedLexicallyBound@8bbe7b                 |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Harness.ns:152
[truffle]   rewrite ImplicitSend(#total:)                              |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Harness.ns:152
[truffle]   rewrite UninitMsgSend(#total:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:152
[truffle]   rewrite UninitializedLexicallyBound@2ce8bbbf               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Harness.ns:152
IfSumGreaterNode: unwrapReceiver(condition) expected: DoubleLiteralNode, actual: UninitializedMessageSendNode level: 7
[truffle]   rewrite UninitMsgSend(#maxRuntime)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:159
[truffle]   rewrite UninitializedLexicallyBound@de42139                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Harness.ns:159
[truffle]   rewrite ClassSlotAccessNode@50412e98                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Fannkuch.ns:36
[truffle]   rewrite UninitializedLexicallyBound@391d526c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Fannkuch.ns:36
[truffle]   rewrite CachedDispatchNode@373b08d9                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Fannkuch.ns:41
[truffle]   rewrite UninitializedLexicallyBound@1b7a0aee               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Fannkuch.ns:41
[truffle]   rewrite CachedDispatchNode@4216c2f7                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at Fannkuch.ns:41
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Fannkuch.ns:41
[truffle]   rewrite ImplicitSend(#report:)                             |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at AllSmall.ns:114
[truffle]   rewrite UninitMsgSend(#report:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:114
[truffle]   rewrite UninitializedLexicallyBound@114b66eb               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at AllSmall.ns:114
[truffle]   rewrite UninitMsgSend(#print)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:120
[truffle]   rewrite UninitializedReceiverSend@7ed9d9db                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at AllSmall.ns:120
[truffle]   rewrite ImplicitSend(#vmMirror)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:420
[truffle]   rewrite UninitMsgSend(#vmMirror)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:420
[truffle]   rewrite UninitializedLexicallyBound@35bf9194               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:420
[truffle]   rewrite UninitMsgSend(#printString:)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:420
[truffle]   rewrite UninitializedReceiverSend@41cafcae                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:420

Benchmark: [truffle]   rewrite UninitMsgSend(#name)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:120
[truffle]   rewrite UninitializedReceiverSend@3bdba1e7                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at AllSmall.ns:120
[truffle]   rewrite UninitMsgSend(#println)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:120
[truffle]   rewrite UninitializedReceiverSend@72a1b439                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at AllSmall.ns:120
[truffle]   rewrite ImplicitSend(#vmMirror)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:71
[truffle]   rewrite UninitMsgSend(#vmMirror)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:71
[truffle]   rewrite UninitializedLexicallyBound@6418094f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:71
[truffle]   rewrite UninitMsgSend(#asString)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:71
[truffle]   rewrite UninitializedLexicallyBound@ab87d38                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:71
[truffle]   rewrite UninitMsgSend(#printNewline:)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:71
[truffle]   rewrite UninitializedReceiverSend@6c0a3111                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:71
Fannkuch
[truffle]   rewrite UninitMsgSend(#numIterations)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:122
[truffle]   rewrite UninitializedReceiverSend@13f540d5                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at AllSmall.ns:122
[truffle]   rewrite UninitMsgSend(#total)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:122
[truffle]   rewrite UninitializedReceiverSend@37037195                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at AllSmall.ns:122
[truffle]   rewrite UninitMsgSend(#println)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:123
[truffle]   rewrite UninitializedReceiverSend@7e9b9bf0                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at AllSmall.ns:123
   Iterations: 4 (elapsed time 448 ms)
[truffle]   rewrite UninitMsgSend(#total)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:124
[truffle]   rewrite UninitializedReceiverSend@4324bf8b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at AllSmall.ns:124
[truffle]   rewrite UninitMsgSend(#numIterations)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:124
[truffle]   rewrite UninitializedReceiverSend@7aeebcd2                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at AllSmall.ns:124
[truffle]   rewrite UninitMsgSend(#println)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:124
[truffle]   rewrite UninitializedReceiverSend@564df5c3                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at AllSmall.ns:124
   AVERAGE: 112 ms
[truffle]   rewrite UninitMsgSend(#summedAverages)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:126
[truffle]   rewrite UninitializedLexicallyBound@742bb0e1               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at AllSmall.ns:126
[truffle]   rewrite UninitMsgSend(#total)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:126
[truffle]   rewrite UninitializedReceiverSend@12159108                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at AllSmall.ns:126
[truffle]   rewrite UninitMsgSend(#numIterations)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:126
[truffle]   rewrite UninitializedReceiverSend@1d92b7b4                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at AllSmall.ns:126
[truffle]   rewrite ImplicitSend(#summedAverages:)                     |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at AllSmall.ns:126
[truffle]   rewrite UninitMsgSend(#summedAverages:)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at AllSmall.ns:126
[truffle]   rewrite UninitializedLexicallyBound@24c8aa28               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at AllSmall.ns:126
[truffle]   rewrite CachedDispatchNode@dcdbae8                         |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedReceiverSend |Reason unknown at AllSmall.ns:33
[truffle]   rewrite UninitializedReceiverSend@33eee788                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at AllSmall.ns:33
[truffle]   rewrite UninitMsgSend(#List)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:79
[truffle]   rewrite UninitializedLexicallyBound@3bc9d956               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at List.ns:79
[truffle]   rewrite UninitMsgSend(#Benchmark)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:24
[truffle]   rewrite UninitializedLexicallyBound@5a31aded               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at List.ns:24
[truffle]   rewrite UninitMsgSend(#new)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:79
[truffle]   rewrite UninitializedReceiverSend@3acb46b9                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at List.ns:79
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:24
[truffle]   rewrite UninitializedLexicallyBound@7e5d24cf               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at List.ns:24
[truffle]   rewrite UninitializedReceiverSend@b2b513b                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:145
IfSumGreaterNode: expectedBool was false. level: 10
[truffle]   rewrite UninitMsgSend(#benchmark)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:34
[truffle]   rewrite UninitializedLexicallyBound@3cbca0d5               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Harness.ns:34
[truffle]   rewrite UninitMsgSend(#makeList:)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:28
[truffle]   rewrite UninitializedLexicallyBound@2bd090d1               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M LexicallyBoundDispatchNode             |Reason unknown at List.ns:28
[truffle]   rewrite ImplicitSend(#ListElement)                         |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at List.ns:43
[truffle]   rewrite UninitMsgSend(#ListElement)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:43
[truffle]   rewrite UninitializedLexicallyBound@7aa3ae19               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at List.ns:43
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:72
[truffle]   rewrite UninitializedLexicallyBound@3090b350               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at List.ns:72
[truffle]   rewrite UninitMsgSend(#new:)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:43
[truffle]   rewrite UninitializedReceiverSend@6973079f                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at List.ns:43
[truffle]   rewrite UninitMsgSend(#initializer`new:)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:72
[truffle]   rewrite UninitializedLexicallyBound@460a4478               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at List.ns:72
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:72
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at List.ns:72
[truffle]   rewrite UninitializedNode(SourceSection(source=List.ns, index=2396, length=49, characters=| public val  ::= n.\n    public next ::= nil.\n  |)) |From M IsValueCheckNode$UninitializedNode     |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at List.ns:73
[truffle]   rewrite UninitMsgSend(#makeList:)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedLexicallyBound@21bef9c6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M LexicallyBoundDispatchNode             |Reason unknown at List.ns:44
[truffle]   rewrite ClassSlotAccessNode@1401c492                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at List.ns:43
[truffle]   rewrite UninitializedLexicallyBound@65bf6672               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at List.ns:43
[truffle]   rewrite CachedDispatchNode@7182c739                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at List.ns:72
[truffle]   rewrite UninitializedLexicallyBound@27247006               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at List.ns:72
[truffle]   rewrite CachedDispatchNode@3d9b1524                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at List.ns:72
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at List.ns:72
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@23896813                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@40753498                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@25a23b87                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@4d8316d0                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@27fe605c                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@4ec641cf                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@7a0c2593                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@2f6c8994                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@7b44f0a5                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@7701e3b                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@1c4b83fb                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@572089cf                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
[truffle]   rewrite UninitMsgSend(#next:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at List.ns:44
[truffle]   rewrite UninitializedReceiverSend@b3d9a56                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at List.ns:44
