[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite LongSlotReadSet@7cd03c91                           |From M CachedSlotRead$LongSlotReadSet         |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:288
[truffle]   rewrite UninitializedLexicallyBound@7ec1d7ed               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Json.ns:288
[truffle]   rewrite LongSlotWriteSet@366451b4                          |From M CachedSlotWrite$LongSlotWriteSet       |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:288
[truffle]   rewrite UninitializedLexicallyBound@74fcad78               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Json.ns:288
[truffle]   rewrite ObjectSlotRead@9b533c2                             |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:290
[truffle]   rewrite UninitializedLexicallyBound@793be3a6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:290
[truffle]   rewrite LongSlotReadSet@6dc6f4c4                           |From M CachedSlotRead$LongSlotReadSet         |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:291
[truffle]   rewrite UninitializedLexicallyBound@7c400369               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Json.ns:291
[truffle]   rewrite ObjectSlotRead@5c4b0400                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:291
[truffle]   rewrite UninitializedLexicallyBound@7acbfafc               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:291
[truffle]   rewrite ObjectSlotRead@20f151b5                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:292
[truffle]   rewrite UninitializedLexicallyBound@5cd65589               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:292
[truffle]   rewrite LongSlotReadSet@58b92117                           |From M CachedSlotRead$LongSlotReadSet         |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:292
[truffle]   rewrite UninitializedLexicallyBound@7d003ce6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Json.ns:292
[truffle]   rewrite ObjectSlotWrite@5756b60a                           |From M CachedSlotWrite$ObjectSlotWrite        |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:292
[truffle]   rewrite UninitializedLexicallyBound@3942db74               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$ObjectSlotWrite        |Reason unknown at Json.ns:292
[truffle]   rewrite UninitMsgSend(#endCapture)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:199
[truffle]   rewrite UninitializedLexicallyBound@28e2f4d2               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:199
[truffle]   rewrite UninitMsgSend(#captureBuffer)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:308
[truffle]   rewrite UninitializedLexicallyBound@54791a24               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:308
[truffle]   rewrite UninitMsgSend(#input)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:309
[truffle]   rewrite UninitializedLexicallyBound@367d1047               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:309
[truffle]   rewrite UninitMsgSend(#captureStart)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:309
[truffle]   rewrite UninitializedLexicallyBound@19cbe487               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Json.ns:309
[truffle]   rewrite UninitMsgSend(#index)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:309
[truffle]   rewrite UninitializedLexicallyBound@26b0d708               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Json.ns:309
[truffle]   rewrite ImplicitSend(#captureStart:)                       |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Json.ns:314
[truffle]   rewrite UninitMsgSend(#captureStart:)                      |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:314
[truffle]   rewrite UninitializedLexicallyBound@3a8451c0               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Json.ns:314
[truffle]   rewrite EagerUnaryPrimitiveNode(SourceSection(source=Json.ns, index=30970, length=4, characters=read)) |From M EagerUnaryPrimitiveNode                |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:200
[truffle]   rewrite UninitializedLexicallyBound@642581ff               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:200
[truffle]   rewrite UninitMsgSend(#skipWhiteSpace)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:109
[truffle]   rewrite UninitializedLexicallyBound@220cbe20               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:109
[truffle]   rewrite CachedDispatchNode@22435fe                         |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:276
[truffle]   rewrite UninitializedLexicallyBound@1a367e2b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:276
[truffle]   rewrite ObjectSlotRead@52543eeb                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:337
[truffle]   rewrite UninitializedLexicallyBound@156e673f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:337
[truffle]   rewrite ObjectSlotRead@36462ba9                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:338
[truffle]   rewrite UninitializedLexicallyBound@1fa8dc6c               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:338
[truffle]   rewrite ObjectSlotRead@6c780a14                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:339
[truffle]   rewrite UninitializedLexicallyBound@a49df3b                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:339
[truffle]   rewrite ObjectSlotRead@dd5b6b8                             |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:340
[truffle]   rewrite UninitializedLexicallyBound@544740d2               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:340
IfSumGreaterNode: expectedBool was false. level: 10
[truffle]   rewrite UninitMsgSend(#readChar:)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:111
[truffle]   rewrite UninitializedLexicallyBound@3c3770d0               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:111
[truffle]   rewrite ObjectSlotRead@1cf76198                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:264
[truffle]   rewrite UninitializedLexicallyBound@7258e304               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:264
[truffle]   rewrite EagerUnaryPrimitiveNode(SourceSection(source=Json.ns, index=32540, length=4, characters=read)) |From M EagerUnaryPrimitiveNode                |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:265
[truffle]   rewrite UninitializedLexicallyBound@143a9153               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:265
[truffle]   rewrite UninitMsgSend(#skipWhiteSpace)                     |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:113
[truffle]   rewrite UninitializedLexicallyBound@130cc2f4               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:113
[truffle]   rewrite UninitMsgSend(#readValue)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:115
[truffle]   rewrite UninitializedLexicallyBound@34d09aac               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:115
[truffle]   rewrite ObjectSlotRead@1251ff1                             |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:52
[truffle]   rewrite UninitializedLexicallyBound@41d5b68f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:52
[truffle]   rewrite ObjectSlotRead@34bbd723                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:53
[truffle]   rewrite UninitializedLexicallyBound@40e3ee2                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:53
[truffle]   rewrite ObjectSlotRead@2d7d7305                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:54
[truffle]   rewrite UninitializedLexicallyBound@4170c9eb               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:54
[truffle]   rewrite ObjectSlotRead@2b181c29                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:55
[truffle]   rewrite UninitializedLexicallyBound@5e94de86               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:55
[truffle]   rewrite ObjectSlotRead@18377b0a                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:56
[truffle]   rewrite UninitializedLexicallyBound@5f4fc676               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:56
[truffle]   rewrite ObjectSlotRead@34dd70e2                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:57
[truffle]   rewrite UninitializedLexicallyBound@4cc5e811               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:57
[truffle]   rewrite CachedDispatchNode@6f0935a8                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:57
[truffle]   rewrite UninitializedLexicallyBound@4ed42249               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:57
[truffle]   rewrite CachedDispatchNode@11d11111                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:122
[truffle]   rewrite UninitializedLexicallyBound@72b7f65a               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:122
[truffle]   rewrite ClassSlotAccessNode@54b539d1                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:123
[truffle]   rewrite UninitializedLexicallyBound@3b9c9f64               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Json.ns:123
[truffle]   rewrite CachedDispatchNode@225c489f                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:621
[truffle]   rewrite UninitializedLexicallyBound@6f146fa8               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:621
[truffle]   rewrite CachedDispatchNode@1292a82a                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at Json.ns:621
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Json.ns:621
[truffle]   rewrite ObjectSlotRead@4daa62a3                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:622
[truffle]   rewrite UninitializedLexicallyBound@d72d339                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:622
[truffle]   rewrite ObjectSlotRead@41d79410                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:623
[truffle]   rewrite UninitializedLexicallyBound@4603a7f8               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:623
[truffle]   rewrite ClassSlotAccessNode@58227ae1                       |From M ClassSlotAccessNode                    |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:624
[truffle]   rewrite UninitializedLexicallyBound@435281c7               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at Json.ns:624
[truffle]   rewrite CachedDispatchNode@3e58faa9                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:364
[truffle]   rewrite UninitializedLexicallyBound@65bfb6fd               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:364
[truffle]   rewrite CachedDispatchNode@2e013dd9                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedSuper |Reason unknown at Json.ns:364
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Json.ns:364
[truffle]   rewrite CachedDispatchNode@790add67                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:124
[truffle]   rewrite UninitializedLexicallyBound@feed5d                 |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:124
[truffle]   rewrite CachedDispatchNode@186ebbe1                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:126
[truffle]   rewrite UninitializedLexicallyBound@3fa6b2c0               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:126
[truffle]   rewrite CachedDispatchNode@1068a1b6                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:130
[truffle]   rewrite UninitializedLexicallyBound@670b22e3               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:130
[truffle]   rewrite CachedDispatchNode@a572c50                         |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:107
[truffle]   rewrite UninitializedLexicallyBound@edbf68                 |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:107
[truffle]   rewrite CachedDispatchNode@555dcbd2                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:108
[truffle]   rewrite UninitializedLexicallyBound@6b7ff7a0               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:108
[truffle]   rewrite ObjectSlotRead@58797333                            |From M CachedSlotRead$ObjectSlotRead          |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:143
[truffle]   rewrite UninitializedLexicallyBound@350281ab               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:143
[truffle]   rewrite CachedDispatchNode@e3acf82                         |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:144
[truffle]   rewrite UninitializedLexicallyBound@1aeceb12               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:144
[truffle]   rewrite CachedDispatchNode@91ff397                         |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:184
[truffle]   rewrite UninitializedLexicallyBound@28b134c6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:184
[truffle]   rewrite CachedDispatchNode@70afa88d                        |From M CachedDispatchNode                     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:185
[truffle]   rewrite UninitializedLexicallyBound@de669f1                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:185
[truffle]   rewrite LongSlotReadSet@7b13b091                           |From M CachedSlotRead$LongSlotReadSet         |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:297
[truffle]   rewrite UninitializedLexicallyBound@5aa5bc31               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Json.ns:297
[truffle]   rewrite UnwrittenSlotWrite@57439c28                        |From M CachedSlotWrite$UnwrittenSlotWrite     |To M UninitializedDispatchNode$UninitializedLexicallyBound |Reason unknown at Json.ns:297
[truffle]   rewrite UninitializedLexicallyBound@6954ded0               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotWrite$LongSlotWriteSet       |Reason unknown at Json.ns:297
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:61
[truffle]   rewrite UninitializedLexicallyBound@78960da2               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:61
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:62
[truffle]   rewrite UninitializedLexicallyBound@7c9286a5               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:62
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:63
[truffle]   rewrite UninitializedLexicallyBound@10424731               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:63
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:64
[truffle]   rewrite UninitializedLexicallyBound@30d81638               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:64
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:65
[truffle]   rewrite UninitializedLexicallyBound@67d137d2               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:65
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:66
[truffle]   rewrite UninitializedLexicallyBound@771ebe9b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:66
[truffle]   rewrite UninitMsgSend(#readNumber)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:66
[truffle]   rewrite UninitializedLexicallyBound@56eba3b6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:66
[truffle]   rewrite UninitMsgSend(#startCapture)                       |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:227
[truffle]   rewrite UninitializedLexicallyBound@38ea611e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:227
[truffle]   rewrite UninitMsgSend(#readChar:)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:228
[truffle]   rewrite UninitializedLexicallyBound@75ec4af                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:228
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:229
[truffle]   rewrite UninitializedLexicallyBound@5b648b9                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:229
IfSumGreaterNode: expectedBool was false. level: 10
[truffle]   rewrite UninitMsgSend(#readDigit)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:231
[truffle]   rewrite UninitializedLexicallyBound@65c2dfec               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:231
IfSumGreaterNode: expectedBool was false. level: 10
[truffle]   rewrite UninitMsgSend(#isDigit)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:270
[truffle]   rewrite UninitializedLexicallyBound@230c75f7               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:270
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:345
[truffle]   rewrite UninitializedLexicallyBound@337269d                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:345
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:346
[truffle]   rewrite UninitializedLexicallyBound@17ea944b               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:346
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:347
[truffle]   rewrite UninitializedLexicallyBound@10c1c3c9               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:347
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:348
[truffle]   rewrite UninitializedLexicallyBound@4bdf39ac               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:348
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
[truffle]   rewrite UninitMsgSend(#current)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:349
[truffle]   rewrite UninitializedLexicallyBound@3f52f5c1               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Json.ns:349
[truffle]   rewrite EagerUnaryPrimitiveNode(SourceSection(source=Json.ns, index=32636, length=4, characters=read)) |From M EagerUnaryPrimitiveNode                |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:271
[truffle]   rewrite UninitializedLexicallyBound@124ae3be               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:271
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: UnequalsPrimNodeGen level: 8
WhileSmallerEqualThanArgumentNode conditionNode should expected: EagerBinaryPrimitiveNode actual: UninitializedMessageSendNode level: 6
[truffle]   rewrite UninitMsgSend(#readDigit)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Json.ns:232
[truffle]   rewrite UninitializedLexicallyBound@343c2fa2               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Json.ns:232
IfSumGreaterNode: condition.getPrimitive() expected: GreaterThanPrim, actual: EqualsPrimNodeGen level: 8
