[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Platform.ns:26
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21437, length=20, characters=direction:: #forward)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:575
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:575
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=21485, length=15, characters=direction:: nil)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:576
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:576
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=21780, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:587
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:587
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=21818, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:588
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:588
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=22072, length=2, characters=v2)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:599
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:599
[truffle]   rewrite ReturnNonLocalNode(SourceSection(source=DeltaBlue.ns, index=22098, length=2, characters=v1)) |From M ReturnNonLocalNode                     |To M ReturnNonLocalNode$ReturnLocalNode     |Reason unknown at DeltaBlue.ns:600
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:600
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=22391, length=7, characters=in:: v1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:609
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:609
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=22400, length=8, characters=out:: v2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:609
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:609
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=22430, length=7, characters=in:: v2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:610
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:610
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=22439, length=8, characters=out:: v1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:610
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:610
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:613
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:641
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:641
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:642
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:642
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:670
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:670
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:671
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:671
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:672
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:672
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:673
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:673
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:681
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:682
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:682
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:682
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:682
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25301, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:688
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:688
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25336, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:689
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:689
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25374, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:690
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:690
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25414, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:691
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:691
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25450, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:692
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:692
[truffle]   rewrite NonLocalArgumentReadNode(SourceSection(source=DeltaBlue.ns, index=25489, length=6, characters=aBlock)) |From M ArgumentReadNode$NonLocalArgumentReadNode |To M ArgumentReadNode$LocalArgumentReadNode |Reason unknown at DeltaBlue.ns:693
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:693
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=25800, length=8, characters=in::  v1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=25810, length=8, characters=out:: v2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:702
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=25840, length=8, characters=out:: v1)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:703
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:703
[truffle]   rewrite NonLocalVariableWriteNodeGen(SourceSection(source=DeltaBlue.ns, index=25850, length=8, characters=in::  v2)) |From ? NonLocalVariableNodeFactory$NonLocalVariableWriteNodeGen |To ? LocalVariableNodeFactory$LocalVariableWriteNodeGen |Reason unknown at DeltaBlue.ns:703
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:703
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$NonLocalSelfReadNode  |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:705
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:706
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:736
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:745
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:745
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:768
[truffle]   rewrite NonLocalSelf                                       |From M ArgumentReadNode$NonLocalSelfReadNode  |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at DeltaBlue.ns:815
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitializedLexicallyBound@438f438d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitMsgSend(#ifNil:)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:232
[truffle]   rewrite UninitializedReceiverSend@230ef239                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:232
[truffle]   rewrite UninitMsgSend(#platform)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitializedLexicallyBound@67a5c555               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitMsgSend(#usingPlatform:andHarness:)          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitializedReceiverSend@740ba67c                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Harness.ns:234
[truffle]   rewrite UninitMsgSend(#initializer`usingPlatform:andHarness:) |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitializedLexicallyBound@72a7a68d               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:1
[truffle]   rewrite UninitMsgSend(#Benchmark)                          |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:2
[truffle]   rewrite UninitializedReceiverSend@26ec1dda                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:2
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Harness.ns:31
[truffle]   rewrite UninitializedLexicallyBound@6faafb3f               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Harness.ns:31
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:3
[truffle]   rewrite UninitializedReceiverSend@46bb98f0                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:3
[truffle]   rewrite UninitMsgSend(#Array)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:3
[truffle]   rewrite UninitializedReceiverSend@9e7dd64                  |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:3
[truffle]   rewrite UninitMsgSend(#kernel)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:4
[truffle]   rewrite UninitializedReceiverSend@4fa3134f                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:4
[truffle]   rewrite UninitMsgSend(#Vector)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:4
[truffle]   rewrite UninitializedReceiverSend@77686a87                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:4
[truffle]   rewrite UninitMsgSend(#collections)                        |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:5
[truffle]   rewrite UninitializedReceiverSend@6d0e1082                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:5
[truffle]   rewrite UninitMsgSend(#Dictionary)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:5
[truffle]   rewrite UninitializedReceiverSend@5a35fcba                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:5
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitializedLexicallyBound@d5bb5d8                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:145
[truffle]   rewrite ImplicitSend(#Strength)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite UninitMsgSend(#Strength)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite UninitializedLexicallyBound@39d3caa6               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M ClassSlotAccessNode                    |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite UninitMsgSend(#Object)                             |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:300
[truffle]   rewrite UninitializedLexicallyBound@24c4471e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:300
[truffle]   rewrite UninitMsgSend(#createStrengthTable)                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite UninitializedReceiverSend@5161af10                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:6
[truffle]   rewrite ImplicitSend(#Dictionary)                          |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite UninitMsgSend(#Dictionary)                         |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite UninitializedLexicallyBound@1c43591                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite UninitMsgSend(#new)                                |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite UninitializedReceiverSend@26e559f5                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:349
[truffle]   rewrite ImplicitSend(#initialCapacity)                     |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitMsgSend(#initialCapacity)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitializedLexicallyBound@8c7091d                |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$LongSlotReadSet         |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitMsgSend(#new:)                               |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitializedLexicallyBound@2595b3fd               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:327
[truffle]   rewrite UninitMsgSend(#initializer`new:)                   |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitializedLexicallyBound@6e3ce3f2               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedDispatchNode                     |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitMsgSend(#initializer`new)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:145
[truffle]   rewrite UninitSuper(#initializer`new)                      |From M UninitializedDispatchNode$UninitializedSuper |To M CachedDispatchNode                     |Reason unknown at Collections.ns:145
[truffle]   rewrite ImplicitSend(#Array)                               |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Collections.ns:146
[truffle]   rewrite UninitMsgSend(#Array)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:146
[truffle]   rewrite UninitializedLexicallyBound@1f8de86e               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Collections.ns:146
[truffle]   rewrite UninitMsgSend(#new:)                               |From M MessageSendNode$UninitializedMessageSendNode |To M EagerBinaryPrimitiveNode               |Reason unknown at Collections.ns:146
[truffle]   rewrite UninitializedNode(SourceSection(source=Collections.ns, index=3831, length=73, characters=| protected buckets ::= Array new: size.\n    protected size_   ::= 0.\n  |)) |From M IsValueCheckNode$UninitializedNode     |To M ArgumentReadNode$LocalSelfReadNode     |Reason unknown at Collections.ns:146
[truffle]   rewrite UninitMsgSend(#at:put:)                            |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at DeltaBlue.ns:350
[truffle]   rewrite UninitializedReceiverSend@2730c133                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at DeltaBlue.ns:350
[truffle]   rewrite ImplicitSend(#hash:)                               |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Collections.ns:205
[truffle]   rewrite UninitMsgSend(#hash:)                              |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:205
[truffle]   rewrite UninitializedLexicallyBound@2e9a9554               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M LexicallyBoundDispatchNode             |Reason unknown at Collections.ns:205
IfSumGreaterNode: SOMNode.unwrapIfNecessary(conditionNode) expected: EagerBinaryPrimitiveNode, actual: IsNilNodeGen level: 9
[truffle]   rewrite UninitMsgSend(#hashcode)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Collections.ns:163
[truffle]   rewrite UninitializedReceiverSend@6586c94b                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Collections.ns:163
[truffle]   rewrite ImplicitSend(#vmMirror)                            |From M ResolvingImplicitReceiverSend          |To M MessageSendNode$UninitializedMessageSendNode |Reason unknown at Kernel.ns:311
[truffle]   rewrite UninitMsgSend(#vmMirror)                           |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:311
[truffle]   rewrite UninitializedLexicallyBound@441eb591               |From M UninitializedDispatchNode$UninitializedLexicallyBound |To M CachedSlotRead$ObjectSlotRead          |Reason unknown at Kernel.ns:311
[truffle]   rewrite UninitMsgSend(#stringHashcode:)                    |From M MessageSendNode$UninitializedMessageSendNode |To ? MessageSendNode$GenericMessageSendNode |Reason unknown at Kernel.ns:311
[truffle]   rewrite UninitializedReceiverSend@3e54b873                 |From M UninitializedDispatchNode$UninitializedReceiverSend |To M CachedDispatchNode                     |Reason unknown at Kernel.ns:311
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: GenericMessageSendNode level: 5
IncrementOperationNode: exp instanceof EagerBinaryPrimitiveNode, actual: GenericMessageSendNode level: 5
